sentence1,sentence2,label
"30 Apr, 2025","Apr 30, 25",1
20250430,"30 Apr, 2025",1
"November 33, 2018","2025, Apr 30",0
30/4/2025,"25, April 30",1
"April 30, 2025","30 Apr, 25",1
25/30/04,20250430,0
"Apr 30, 2025",Apr302025,1
"October 30, 2025","30 Apr, 2025",0
20250430,"25, Apr 30",1
2025/04/30,4/30/25,1
2025/30/04,20250430,0
"25, April 30","25, Apr 30",1
"Apr 30, 2025","30 Apr, 2025",1
"April 30, 2021","Apr 30, 2025",0
04/30/25,30/4/2025,1
25/30/04,04/30/2025,0
"2025, April 30","30 Apr, 2025",1
"April 30, 2025",30/4/2025,1
Random date text,"30 Apr, 2025",0
30/8/24,30Aug2024,1
2024Aug30,08/30/2024,1
24/30/08,"30 Aug, 24",0
30Aug2024,30/8/2024,1
"August 30, 2021",2024Aug30,0
2024/08/30,"August 30, 2024",1
8/30/24,"24, Aug 30",1
24/30/08,30Aug2024,0
"Aug 30, 24","30 August, 2024",1
30/8/24,"30 August, 2024",1
"August 30, 2021","24, August 30",0
"24, Aug 30",30/08/24,1
24/30/08,08/30/24,0
"2024, Aug 30",Aug302024,1
Aug302024,2024Aug30,1
"November 30, 2024","30 August, 2024",0
"30 Aug, 2024","Aug 30, 2024",1
2024Aug30,2024/8/30,1
"November 30, 2024",2024/08/30,0
08/30/24,"30 Aug, 2024",1
2024/30/08,30Aug2024,0
"Aug 30, 2024","24, Aug 30",1
2024/8/30,"Aug 30, 24",1
2024/30/08,"30 Aug, 2024",0
30/8/24,30/08/2024,1
2024-08-30,8/30/2024,1
24/30/08,"30 Aug, 24",0
08/30/2024,2024Aug30,1
"July 34, 2079","2024, Aug 30",0
"30 Aug, 2024",30/8/24,1
"2024, Aug 30","30 August, 2024",1
"November 30, 2024","24, August 30",0
30/8/24,"24, August 30",1
"2024, Aug 30",30/08/24,1
2024/30/08,30/8/2024,0
"30 August, 2024",2024Aug30,1
2024/30/08,"Aug 30, 2024",0
"Aug 30, 2024",Aug302024,1
"30 Aug, 2024",2024-08-30,1
"August 30, 2021","2024, Aug 30",0
30/8/24,"30 Aug, 2024",1
8/30/24,8/30/2024,1
2024/30/08,"August 30, 2024",0
2024-08-30,2024/08/30,1
24/30/08,"Aug 30, 24",0
30/08/2024,30/8/2024,1
2024/08/30,"2024, August 30",1
24/30/08,"24, August 30",0
"Aug 30, 24","24, August 30",1
20240830,"30 Aug, 2024",1
24/30/08,30/8/2024,0
"Aug 30, 2024",08/30/24,1
24/30/08,"Aug 30, 24",0
"August 30, 2024",30/8/24,1
20240830,2024Aug30,1
24/30/08,20240830,0
8/30/2024,08/30/24,1
"24, Aug 30",20240830,1
"November 30, 2024",Aug302024,0
8/30/24,2024-08-30,1
Random date text,"24, Aug 30",0
"Aug 30, 2024","30 Aug, 2024",1
"24, August 30",2024Aug30,1
"August 30, 2021",2024Aug30,0
"2024, Aug 30",30/8/2024,1
"2024, August 30","30 August, 2024",1
Random date text,"30 August, 2024",0
8/30/2024,2024/8/30,1
24/30/08,20240830,0
"24, August 30",08/30/24,1
2024-08-30,"24, Aug 30",1
"November 30, 2024",2024/8/30,0
20240830,2024Aug30,1
30/8/2024,"2024, August 30",1
"August 30, 2021",30/08/24,0
"2024, Aug 30","30 Aug, 2024",1
2024/30/08,30/8/2024,0
"24, Aug 30",08/30/2024,1
2024/8/30,"30 August, 2024",1
Random date text,30/08/2024,0
Aug302024,30/08/24,1
"30 Aug, 2024","Aug 30, 2024",1
Random date text,Aug302024,0
"Aug 30, 24",8/30/24,1
"November 30, 2024",30/08/2024,0
30/8/2024,"30 August, 2024",1
"August 30, 2024","2024, Aug 30",1
Random date text,8/30/2024,0
"30 Aug, 2024",8/30/24,1
8/30/2024,2024/08/30,1
August 2024 30,2024-08-30,0
"30 Aug, 2024",2024/8/30,1
"August 30, 2021","Aug 30, 2024",0
08/30/24,8/30/2024,1
2024/8/30,30/8/24,1
Random date text,2024/08/30,0
"2024, Aug 30",2024-08-30,1
"Aug 30, 24",2024Aug30,1
"August 30, 2021","August 30, 2024",0
"2024, August 30",08/30/2024,1
"July 34, 2079","24, Aug 30",0
08/30/24,2024/08/30,1
"Aug 30, 24","30 Aug, 24",1
"July 34, 2079",30Aug2024,0
30/08/2024,"Aug 30, 2024",1
8/30/24,30/8/2024,1
"August 30, 2021","30 Aug, 2024",0
08/30/2024,"2024, Aug 30",1
"July 34, 2079","30 Aug, 2024",0
30Aug2024,"2024, August 30",1
"30 August, 2024","24, Aug 30",1
August 2024 30,30/8/24,0
08/30/24,"2024, August 30",1
2024-08-30,30/08/24,1
"November 30, 2024",8/30/24,0
"Aug 30, 2024",30/8/2024,1
August 2024 30,8/30/2024,0
08/30/2024,"2024, August 30",1
2024/8/30,"2024, Aug 30",1
"November 30, 2024",2024-08-30,0
20240830,08/30/2024,1
"24, August 30",Aug302024,1
"November 30, 2024","30 Aug, 2024",0
8/30/2024,"30 Aug, 24",1
"November 30, 2024",2024Aug30,0
08/30/24,30/8/24,1
"30 Aug, 24",8/30/24,1
24/30/08,08/30/24,0
2024/8/30,Aug302024,1
08/30/24,2024Aug30,1
Random date text,20240830,0
Aug302024,30/08/2024,1
24/30/08,"30 Aug, 2024",0
"30 Aug, 2024","24, August 30",1
"Aug 30, 2024",2024/08/30,1
"August 30, 2021",8/30/24,0
"2024, August 30",2024/8/30,1
20240830,"30 Aug, 2024",1
"August 30, 2021","2024, Aug 30",0
"30 Aug, 24",Aug302024,1
24/30/08,Aug302024,0
"30 Aug, 2024",2024-08-30,1
"30 August, 2024","2024, August 30",1
24/30/08,8/30/24,0
Aug302024,"2024, August 30",1
"30 August, 2024","Aug 30, 2024",1
"November 30, 2024",2024/8/30,0
"Aug 30, 24","August 30, 2024",1
24/30/08,"2024, Aug 30",0
2024/08/30,"30 Aug, 2024",1
30/8/24,08/30/24,1
August 2024 30,2024/8/30,0
"2024, Aug 30","24, August 30",1
08/30/2024,"2024, August 30",1
Random date text,30/08/2024,0
30/8/2024,8/30/24,1
2024/30/08,"Aug 30, 2024",0
Aug302024,8/30/2024,1
8/30/24,2024/8/30,1
"August 30, 2021","30 Aug, 2024",0
2024-08-30,30/8/24,1
"2024, Aug 30",30/8/24,1
24/30/08,"30 Aug, 2024",0
8/30/2024,2024/08/30,1
"July 34, 2079",08/30/2024,0
8/30/2024,30Aug2024,1
2024Aug30,"Aug 30, 24",1
"November 30, 2024",2024-08-30,0
30/8/24,"2024, August 30",1
2024-08-30,30/08/2024,1
"August 30, 2021",08/30/2024,0
"30 August, 2024","Aug 30, 24",1
2024/30/08,"Aug 30, 2024",0
2024/8/30,2024Aug30,1
"30 Aug, 24",Aug302024,1
August 2024 30,08/30/2024,0
08/30/24,"Aug 30, 2024",1
30/08/24,"2024, August 30",1
"August 30, 2021","Aug 30, 2024",0
30/08/24,Aug302024,1
"August 30, 2021",08/30/2024,0
2024/8/30,Aug302024,1
08/30/2024,8/30/24,1
"August 30, 2021","Aug 30, 2024",0
30Aug2024,2024Aug30,1
8/30/24,"24, Aug 30",1
2024/30/08,08/30/24,0
"30 Aug, 24",Aug302024,1
24/30/08,"2024, Aug 30",0
Aug302024,"30 Aug, 2024",1
8/30/2024,30/08/24,1
2024/30/08,08/30/2024,0
"2024, Aug 30",Aug302024,1
8/30/24,"2024, Aug 30",1
2024/30/08,8/30/2024,0
"30 August, 2024",8/30/2024,1
24/30/08,30/8/2024,0
"2024, Aug 30","30 Aug, 2024",1
8/30/24,"30 Aug, 2024",1
"November 30, 2024","Aug 30, 2024",0
20240827,"24, August 27",1
"27 Aug, 24",27/8/2024,1
"August 27, 2025",27/8/24,0
"2024, Aug 27",Aug272024,1
"January 39, 2092",2024/08/27,0
8/27/24,"24, Aug 27",1
"Aug 27, 24","27 Aug, 24",1
"August 27, 2025",2024Aug27,0
2024-08-27,08/27/24,1
"Aug 27, 2024",27/08/24,1
August 2024 27,2024Aug27,0
"27 August, 2024","27 Aug, 2024",1
August 2024 27,27/8/24,0
27/8/24,"27 Aug, 2024",1
"27 Aug, 24","24, August 27",1
2024/27/08,20240827,0
2024-08-27,"Aug 27, 2024",1
"24, August 27","Aug 27, 2024",1
24/27/08,"2024, Aug 27",0
20240827,"2024, August 27",1
"August 27, 2025",08/27/2024,0
2024-08-27,"27 Aug, 24",1
"24, Aug 27",27/8/24,1
2024/27/08,2024/08/27,0
08/27/2024,27/8/24,1
2024/08/27,2024-08-27,1
"June 27, 2024",27/08/2024,0
"27 Aug, 2024","August 27, 2024",1
"January 39, 2092",27Aug2024,0
27/08/2024,8/27/2024,1
2024/8/27,"27 Aug, 24",1
"August 27, 2025","Aug 27, 2024",0
08/27/2024,"2024, Aug 27",1
"27 Aug, 2024",2024-08-27,1
Random date text,"2024, August 27",0
27Aug2024,Aug272024,1
"June 27, 2024","2024, Aug 27",0
"24, Aug 27",2024/08/27,1
27/08/2024,"27 August, 2024",1
"August 27, 2025",2024-08-27,0
"Aug 27, 2024","Aug 27, 24",1
8/27/2024,27/08/2024,1
"June 27, 2024",20240827,0
27/8/24,"2024, Aug 27",1
"January 39, 2092","24, Aug 27",0
27/8/24,"27 Aug, 2024",1
"2024, August 27","August 27, 2024",1
2024/27/08,"Aug 27, 24",0
27Aug2024,"27 Aug, 24",1
27/8/2024,"27 Aug, 2024",1
"August 27, 2025",2024-08-27,0
2024-08-27,2024/8/27,1
Random date text,8/27/24,0
27/8/2024,"27 Aug, 24",1
20240827,8/27/24,1
"January 39, 2092","Aug 27, 24",0
"27 August, 2024","2024, August 27",1
08/27/2024,"27 Aug, 24",1
24/27/08,27Aug2024,0
Aug272024,"2024, Aug 27",1
"June 27, 2024",08/27/2024,0
27/8/2024,"2024, Aug 27",1
27/8/2024,8/27/2024,1
24/27/08,"2024, Aug 27",0
"27 August, 2024",27/08/24,1
"24, August 27","2024, Aug 27",1
"January 39, 2092",2024Aug27,0
"24, Aug 27",2024/08/27,1
"January 39, 2092","2024, Aug 27",0
"27 Aug, 2024",2024/08/27,1
"24, August 27",2024/8/27,1
24/27/08,"24, August 27",0
"27 Aug, 2024","24, August 27",1
"Aug 27, 2024",8/27/2024,1
"August 27, 2025",8/27/24,0
2024/08/27,"Aug 27, 2024",1
"January 39, 2092","27 Aug, 24",0
"Aug 27, 2024",2024-08-27,1
"Aug 27, 2024",8/27/24,1
August 2024 27,"27 Aug, 2024",0
"24, August 27","2024, Aug 27",1
2024-08-27,27Aug2024,1
"January 39, 2092","Aug 27, 24",0
8/27/2024,27Aug2024,1
"August 27, 2025","2024, Aug 27",0
27/08/24,"24, August 27",1
2024/08/27,"24, Aug 27",1
"January 39, 2092","2024, Aug 27",0
"Aug 27, 2024","27 Aug, 2024",1
Aug272024,27/08/24,1
"January 39, 2092",27/08/24,0
"24, Aug 27","27 August, 2024",1
"June 27, 2024",08/27/24,0
"2024, Aug 27",8/27/2024,1
27/08/2024,"2024, Aug 27",1
Random date text,"2024, Aug 27",0
"2024, Aug 27",2024/08/27,1
"24, August 27",Aug272024,1
24/27/08,2024-08-27,0
"24, Aug 27","2024, Aug 27",1
Random date text,"27 August, 2024",0
8/27/24,27/8/24,1
8/27/2024,"2024, August 27",1
"January 39, 2092",08/27/2024,0
"2024, August 27",27/8/2024,1
"27 Aug, 2024","27 August, 2024",1
"August 27, 2025","Aug 27, 2024",0
2024Aug27,2024-08-27,1
"June 27, 2024",8/27/24,0
2024Aug27,"27 Aug, 2024",1
08/27/2024,8/27/24,1
"January 39, 2092",8/27/2024,0
"2024, August 27",2024-08-27,1
"2024, August 27","27 Aug, 2024",1
"June 27, 2024",2024/8/27,0
20240827,"August 27, 2024",1
2024/27/08,"Aug 27, 24",0
"27 Aug, 2024","27 Aug, 24",1
"Aug 27, 2024",2024-08-27,1
"August 27, 2025","24, August 27",0
"27 Aug, 24",27/8/2024,1
2024Aug27,"27 Aug, 2024",1
August 2024 27,20240827,0
"27 Aug, 2024",8/27/2024,1
"January 39, 2092",08/27/24,0
27Aug2024,2024/8/27,1
2024/08/27,"27 Aug, 2024",1
Random date text,27/8/24,0
27Aug2024,"27 Aug, 24",1
Aug272024,"24, Aug 27",1
24/27/08,"August 27, 2024",0
"2024, Aug 27","27 August, 2024",1
August 2024 27,8/27/24,0
"2024, Aug 27","27 Aug, 24",1
"2024, Aug 27",08/27/2024,1
"January 39, 2092","27 Aug, 2024",0
27/08/2024,"August 27, 2024",1
"Aug 27, 2024",08/27/24,1
Random date text,Aug272024,0
"27 Aug, 2024","27 Aug, 24",1
"June 27, 2024",27/08/2024,0
2024/8/27,08/27/2024,1
"27 Aug, 24",2024-08-27,1
"June 27, 2024",2024-08-27,0
Aug272024,"27 Aug, 2024",1
8/27/24,2024/8/27,1
"June 27, 2024","2024, Aug 27",0
"27 Aug, 2024",27Aug2024,1
Random date text,27Aug2024,0
27/8/24,27/08/24,1
27Aug2024,"27 August, 2024",1
"August 27, 2025","2024, August 27",0
2024-08-27,8/27/2024,1
8/27/2024,2024/8/27,1
"January 39, 2092",2024/08/27,0
"27 August, 2024","24, Aug 27",1
Random date text,"2024, August 27",0
"August 27, 2024",27Aug2024,1
"27 Aug, 2024",27Aug2024,1
"January 39, 2092",2024/08/27,0
27Aug2024,2024/8/27,1
27/08/2024,"2024, Aug 27",1
2024/27/08,"2024, Aug 27",0
"2024, Aug 27",2024/8/27,1
"August 27, 2025","27 Aug, 24",0
"24, August 27","2024, Aug 27",1
"2024, Aug 27",2024/8/27,1
August 2024 27,2024-08-27,0
2024/8/27,2024Aug27,1
2024/08/27,"27 Aug, 24",1
August 2024 27,"Aug 27, 2024",0
2024-08-27,"24, August 27",1
2024/27/08,"24, August 27",0
"2024, Aug 27","2024, August 27",1
"24, August 27",2024Aug27,1
August 2024 27,"2024, August 27",0
27Aug2024,"27 Aug, 2024",1
27/8/24,27/08/24,1
August 2024 27,"2024, Aug 27",0
"27 Aug, 2024",2024-08-27,1
2024/27/08,2024Aug27,0
2024Aug27,20240827,1
8/27/2024,27/08/2024,1
"August 27, 2025",08/27/24,0
20240827,"27 Aug, 24",1
2024-08-27,"Aug 27, 24",1
August 2024 27,"27 Aug, 2024",0
"Aug 27, 2024","2024, Aug 27",1
24/27/08,"2024, Aug 27",0
2024/08/27,08/27/24,1
2024Aug27,"2024, August 27",1
"June 27, 2024",08/27/2024,0
"27 August, 2024",2024/8/27,1
08/27/2024,"Aug 27, 24",1
24/27/08,27/8/24,0
"2024, Aug 27","27 Aug, 2024",1
"August 27, 2025",8/27/2024,0
"Aug 27, 24",2024/8/27,1
"27 Aug, 24","27 Aug, 2024",1
2024/27/08,2024-08-27,0
2025May16,"2025, May 16",1
"2025, May 16",2025/05/16,1
2025/16/05,"25, May 16",0
"16 May, 2025","25, May 16",1
25/16/05,May162025,0
"May 16, 25","May 16, 2025",1
"25, May 16",2025/5/16,1
May 2025 16,"16 May, 2025",0
"2025, May 16",2025/05/16,1
16/5/25,"2025, May 16",1
Random date text,16/5/25,0
16/05/25,16/5/2025,1
"November 16, 2025",16/5/2025,0
5/16/2025,"May 16, 2025",1
"2025, May 16","16 May, 2025",1
"November 16, 2025",16/5/25,0
"25, May 16",5/16/2025,1
16/05/25,"2025, May 16",1
"November 16, 2025","2025, May 16",0
2025/05/16,"May 16, 2025",1
2025/16/05,2025-05-16,0
"2025, May 16",5/16/2025,1
"25, May 16",2025May16,1
"September 38, 2029",16/5/25,0
"25, May 16",16/05/2025,1
20250516,"2025, May 16",1
May 2025 16,"May 16, 25",0
5/16/2025,2025/05/16,1
"September 38, 2029",2025May16,0
"2025, May 16","2025, May 16",1
5/16/2025,"2025, May 16",1
"September 38, 2029","16 May, 25",0
16/5/25,May162025,1
"16 May, 2025",16/05/25,1
"November 16, 2025",16May2025,0
16/5/25,"16 May, 25",1
May 2025 16,16/05/2025,0
"25, May 16","16 May, 25",1
"May 16, 2025",2025/5/16,1
May 2025 16,"16 May, 2025",0
16May2025,May162025,1
16/5/2025,May162025,1
Random date text,"16 May, 25",0
"2025, May 16","16 May, 2025",1
25/16/05,"16 May, 2025",0
16/05/25,"May 16, 25",1
16/05/25,2025May16,1
"November 16, 2025",05/16/25,0
16/05/2025,20250516,1
5/16/25,"2025, May 16",1
May 2025 16,16/05/2025,0
"16 May, 25","16 May, 2025",1
"September 38, 2029",05/16/2025,0
"16 May, 2025","May 16, 2025",1
2025-05-16,"May 16, 25",1
2025/16/05,May162025,0
16/05/2025,"May 16, 2025",1
5/16/2025,"25, May 16",1
Random date text,16/5/25,0
"16 May, 2025",2025May16,1
May 2025 16,2025-05-16,0
5/16/25,16/5/2025,1
2025/05/16,2025/5/16,1
"September 38, 2029",16/05/25,0
16/05/25,5/16/2025,1
5/16/2025,"2025, May 16",1
Random date text,"May 16, 25",0
"16 May, 2025",20250516,1
"September 38, 2029","May 16, 2025",0
16/05/25,16/05/2025,1
"May 16, 2025","2025, May 16",1
Random date text,"May 16, 2025",0
"May 16, 25",2025/5/16,1
"16 May, 2025",16/5/2025,1
"November 16, 2025",2025/5/16,0
05/16/25,May162025,1
May 2025 16,"16 May, 2025",0
2025May16,16/5/2025,1
"25, May 16",16/5/2025,1
"September 38, 2029",2025/5/16,0
"May 16, 2025",16/5/25,1
"May 16, 2025",May162025,1
May 2025 16,2025-05-16,0
"16 May, 2025",16/5/25,1
25/16/05,16/05/25,0
16May2025,5/16/25,1
"25, May 16","16 May, 2025",1
Random date text,"May 16, 25",0
2025-05-16,5/16/2025,1
16/05/25,2025-05-16,1
"May 16, 2028","16 May, 2025",0
5/16/2025,20250516,1
"November 16, 2025","2025, May 16",0
"May 16, 25","2025, May 16",1
05/16/2025,"2025, May 16",1
"November 16, 2025","May 16, 25",0
05/16/25,16/05/25,1
2025/5/16,5/16/25,1
25/16/05,"May 16, 2025",0
5/16/25,2025May16,1
"November 16, 2025","May 16, 2025",0
"16 May, 2025",2025-05-16,1
05/16/25,"May 16, 2025",1
2025/16/05,"May 16, 2025",0
"25, May 16",2025/5/16,1
20250516,2025May16,1
May 2025 16,May162025,0
2025/5/16,"16 May, 2025",1
"May 16, 2028","May 16, 2025",0
16/5/25,05/16/25,1
"16 May, 2025",16/05/2025,1
"November 16, 2025","25, May 16",0
05/16/2025,2025/05/16,1
16May2025,"16 May, 2025",1
25/16/05,16May2025,0
"16 May, 2025",16/5/2025,1
"September 38, 2029",16/5/2025,0
"2025, May 16","16 May, 2025",1
"2025, May 16",05/16/25,1
25/16/05,"2025, May 16",0
05/16/25,5/16/2025,1
2025/05/16,"16 May, 2025",1
"November 16, 2025",5/16/25,0
"May 16, 2025",16/05/25,1
"May 16, 2028",2025/05/16,0
2025May16,16/05/2025,1
"16 May, 2025",2025/5/16,1
"September 38, 2029","2025, May 16",0
16/5/25,16/05/25,1
16/5/2025,"May 16, 2025",1
"September 38, 2029","25, May 16",0
2025May16,"May 16, 2025",1
25/16/05,"2025, May 16",0
16/5/2025,"25, May 16",1
16/05/2025,5/16/2025,1
Random date text,2025-05-16,0
2025/5/16,20250516,1
05/16/25,2025-05-16,1
"November 16, 2025",20250516,0
16May2025,2025-05-16,1
Random date text,05/16/2025,0
5/16/2025,"16 May, 2025",1
16/05/2025,"16 May, 2025",1
Random date text,"16 May, 2025",0
05/16/25,20250516,1
05/16/2025,05/16/25,1
2025/16/05,16/5/2025,0
"16 May, 2025","25, May 16",1
25/16/05,May162025,0
2025May16,"2025, May 16",1
"2025, May 16",05/16/2025,1
"November 16, 2025","May 16, 2025",0
"2025, May 16","16 May, 25",1
"May 16, 2025","2025, May 16",1
May 2025 16,5/16/25,0
16/5/2025,"2025, May 16",1
Random date text,2025/5/16,0
16/05/2025,"25, May 16",1
"2025, May 16",5/16/2025,1
"September 38, 2029",05/16/2025,0
16/05/25,May162025,1
16May2025,05/16/25,1
"September 38, 2029","16 May, 2025",0
2025/05/16,16/5/25,1
Random date text,16/5/2025,0
"16 May, 2025","25, May 16",1
16May2025,"16 May, 25",1
Random date text,20250516,0
"16 May, 2025",16/05/25,1
"16 May, 2025",16May2025,1
"September 38, 2029",16/05/25,0
"16 May, 2025","May 16, 2025",1
"September 38, 2029","16 May, 2025",0
May162025,20250516,1
"May 16, 2025",05/16/2025,1
25/16/05,"May 16, 2025",0
05/16/2025,May162025,1
"2025, May 16",5/16/2025,1
May 2025 16,5/16/2025,0
16May2025,"May 16, 2025",1
2025/16/05,2025/5/16,0
20250516,"25, May 16",1
"2025, May 16",16/5/25,1
"May 16, 2028",16/5/2025,0
"May 16, 2025","16 May, 2025",1
2025-05-16,"16 May, 2025",1
25/16/05,5/16/2025,0
16May2025,05/16/25,1
May 2025 16,"May 16, 2025",0
16/5/25,20250516,1
05/16/25,20250516,1
May 2025 16,"16 May, 2025",0
"May 16, 25","May 16, 2025",1
2025/05/16,16/05/2025,1
"November 16, 2025","16 May, 2025",0
"25, May 16","25, May 16",1
25/16/05,16/5/25,0
5/16/2025,2025May16,1
05/16/25,"25, May 16",1
May 2025 16,16/05/25,0
"Oct 12, 2024","12 Oct, 2024",1
12/10/24,12/10/2024,1
"October 12, 2017",10/12/2024,0
Oct122024,"October 12, 2024",1
"August 39, 2077",10/12/2024,0
"Oct 12, 2024",10/12/2024,1
"2024, Oct 12","24, October 12",1
"August 39, 2077","October 12, 2024",0
2024/10/12,"Oct 12, 2024",1
12/10/24,"Oct 12, 2024",1
"September 12, 2024",2024Oct12,0
10/12/2024,"Oct 12, 24",1
"September 12, 2024","October 12, 2024",0
12/10/24,"Oct 12, 2024",1
10/12/2024,"October 12, 2024",1
Random date text,"12 Oct, 24",0
"2024, October 12","24, October 12",1
"Oct 12, 2024",10/12/2024,1
October 2024 12,20241012,0
10/12/24,"Oct 12, 2024",1
Random date text,10/12/2024,0
"12 Oct, 2024",10/12/24,1
20241012,"12 Oct, 2024",1
"October 12, 2017",12/10/24,0
"2024, October 12",Oct122024,1
"24, Oct 12",2024/10/12,1
2024/12/10,"2024, October 12",0
"24, Oct 12",10/12/2024,1
24/12/10,2024Oct12,0
"2024, Oct 12",10/12/24,1
"Oct 12, 2024",10/12/24,1
"September 12, 2024",2024/10/12,0
12/10/2024,"2024, October 12",1
"12 October, 2024",2024/10/12,1
2024/12/10,10/12/24,0
12/10/2024,"Oct 12, 2024",1
"August 39, 2077","Oct 12, 2024",0
"Oct 12, 24","24, Oct 12",1
12/10/2024,12/10/2024,1
2024/12/10,Oct122024,0
2024-10-12,"24, October 12",1
"12 October, 2024",2024/10/12,1
24/12/10,"12 Oct, 2024",0
12/10/2024,"24, October 12",1
"October 12, 2017","12 Oct, 2024",0
"Oct 12, 2024","Oct 12, 2024",1
2024Oct12,2024/10/12,1
"September 12, 2024",2024/10/12,0
2024/10/12,10/12/24,1
10/12/2024,"12 Oct, 24",1
Random date text,"2024, Oct 12",0
"2024, Oct 12",12/10/24,1
Random date text,12/10/24,0
"2024, Oct 12","October 12, 2024",1
Oct122024,"Oct 12, 2024",1
Random date text,12Oct2024,0
10/12/2024,12/10/24,1
"Oct 12, 24",10/12/2024,1
October 2024 12,"12 Oct, 2024",0
2024-10-12,12/10/2024,1
"October 12, 2017",20241012,0
2024/10/12,"Oct 12, 2024",1
2024-10-12,10/12/24,1
"September 12, 2024",12Oct2024,0
12/10/24,2024-10-12,1
10/12/24,"12 Oct, 2024",1
2024/12/10,"2024, Oct 12",0
"Oct 12, 24",10/12/2024,1
"August 39, 2077","Oct 12, 24",0
"12 Oct, 2024",12/10/2024,1
12/10/24,"12 Oct, 24",1
"September 12, 2024",12/10/24,0
20241012,"2024, October 12",1
"12 Oct, 2024",12/10/24,1
"August 39, 2077","Oct 12, 24",0
"12 Oct, 24","2024, Oct 12",1
Random date text,"Oct 12, 2024",0
2024/10/12,2024/10/12,1
12/10/24,2024/10/12,1
"August 39, 2077",10/12/24,0
10/12/24,2024/10/12,1
"Oct 12, 24","2024, Oct 12",1
"September 12, 2024","Oct 12, 2024",0
"Oct 12, 24",10/12/24,1
"October 12, 2017",12/10/24,0
10/12/24,"12 Oct, 2024",1
"2024, Oct 12",12/10/2024,1
"September 12, 2024",2024/10/12,0
"Oct 12, 24",10/12/2024,1
20241012,2024/10/12,1
October 2024 12,10/12/24,0
"Oct 12, 24","24, October 12",1
Random date text,12/10/24,0
"2024, Oct 12","24, October 12",1
2024Oct12,"12 Oct, 2024",1
Random date text,10/12/2024,0
"12 Oct, 2024","2024, October 12",1
2024/10/12,"Oct 12, 24",1
"August 39, 2077","12 Oct, 24",0
"12 Oct, 24",12/10/24,1
"October 12, 2017",10/12/24,0
2024/10/12,"24, Oct 12",1
"2024, Oct 12",12Oct2024,1
October 2024 12,"Oct 12, 2024",0
"12 Oct, 2024",12/10/2024,1
12/10/24,Oct122024,1
2024/12/10,"Oct 12, 24",0
"Oct 12, 24","October 12, 2024",1
"August 39, 2077","24, Oct 12",0
"2024, October 12","2024, Oct 12",1
"Oct 12, 2024",12/10/24,1
"October 12, 2017","Oct 12, 2024",0
12Oct2024,Oct122024,1
12Oct2024,"24, Oct 12",1
October 2024 12,12/10/24,0
12Oct2024,12/10/2024,1
Random date text,"12 Oct, 2024",0
"12 Oct, 2024",20241012,1
12/10/24,"Oct 12, 24",1
2024/12/10,10/12/2024,0
"2024, Oct 12",10/12/2024,1
12Oct2024,2024Oct12,1
"October 12, 2017",10/12/2024,0
10/12/24,"24, October 12",1
October 2024 12,"2024, October 12",0
12/10/24,Oct122024,1
12Oct2024,"12 October, 2024",1
"August 39, 2077","Oct 12, 2024",0
"2024, Oct 12",12/10/24,1
12Oct2024,"24, Oct 12",1
"October 12, 2017","Oct 12, 24",0
"Oct 12, 2024",10/12/24,1
"October 12, 2017",2024/10/12,0
"12 Oct, 24",12/10/2024,1
Oct122024,"Oct 12, 24",1
"August 39, 2077","2024, October 12",0
12/10/2024,"Oct 12, 24",1
"12 Oct, 2024","24, October 12",1
October 2024 12,2024Oct12,0
12/10/24,"24, October 12",1
Random date text,"12 Oct, 2024",0
12/10/24,"2024, Oct 12",1
"Oct 12, 2024",12/10/2024,1
24/12/10,"12 Oct, 2024",0
12/10/2024,12/10/24,1
12/10/2024,"October 12, 2024",1
"August 39, 2077","12 Oct, 24",0
"12 Oct, 24",12/10/24,1
Random date text,"12 Oct, 2024",0
"12 Oct, 2024","October 12, 2024",1
10/12/24,10/12/24,1
"September 12, 2024",12Oct2024,0
12/10/2024,"12 October, 2024",1
"Oct 12, 2024",10/12/2024,1
October 2024 12,10/12/2024,0
"12 Oct, 2024","Oct 12, 24",1
October 2024 12,"2024, Oct 12",0
"Oct 12, 24","24, October 12",1
12/10/24,12/10/24,1
"October 12, 2017",2024-10-12,0
"12 October, 2024",12/10/2024,1
"24, October 12","Oct 12, 24",1
"September 12, 2024","Oct 12, 2024",0
"October 12, 2024",2024-10-12,1
Random date text,2024/10/12,0
Oct122024,"12 Oct, 2024",1
"Oct 12, 24",12Oct2024,1
"August 39, 2077",10/12/2024,0
10/12/2024,12Oct2024,1
2024Oct12,"October 12, 2024",1
"September 12, 2024",12/10/24,0
"2024, Oct 12",10/12/2024,1
"September 12, 2024","12 Oct, 2024",0
2024/10/12,10/12/24,1
10/12/24,12/10/2024,1
"August 39, 2077",2024-10-12,0
20241012,12/10/2024,1
"Oct 12, 2024","October 12, 2024",1
24/12/10,12Oct2024,0
"12 Oct, 2024",10/12/24,1
"September 12, 2024",10/12/24,0
2024-10-12,2024Oct12,1
"12 Oct, 2024","2024, Oct 12",1
Random date text,12Oct2024,0
"12 Oct, 2024",2024Oct12,1
12Oct2024,"Oct 12, 2024",1
"October 12, 2017",12/10/24,0
12Oct2024,"Oct 12, 2024",1
October 2024 12,2024Oct12,0
"Oct 12, 24",12/10/2024,1
12/10/2024,12/10/24,1
24/12/10,"Oct 12, 2024",0
